Tuyến cáp,lat1,lon1,lat2,lon2,Desc
Phú Yên#CAX#Tuy An Bắc-PYDX08,13.308276,109.215649,13.33919171,109.1711022,PYTA14-PYDX08
Phú Yên#CAX#Tuy An Bắc-PYTA09,13.308276,109.215649,13.31682,109.18458,PYTA14-PYTA09
Phú Yên#CAX#Tuy An Bắc-PYTA16,13.308276,109.215649,13.294215,109.14735,PYTA14-PYTA16
Phú Yên#TTCMKV#TT2 Tuy Hòa-Phú Yên#CAX#Sơn Thành,13.09474,109.293,12.984385,109.095316,PYTH01-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-Phú Yên#TTCMKV#Phú Hòa,13.09474,109.293,13.0231,109.207,PYPH04-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-PYSA09,13.09474,109.293,13.2048,109.0634,PYSA09-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-PYPY35,13.09474,109.293,13.066879,109.335538,PYPY35-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-PYPH13,13.09474,109.293,13.08552,109.27605,PYPH13-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-PYPY05,13.09474,109.293,13.07887,109.29451,PYPY05-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-PYPH19,13.09474,109.293,13.05061,109.27054,PYPH19-PYPY01
Phú Yên#TTCMKV#TT2 Tuy Hòa-Phú Yên#Phòng#PC08,13.09474,109.293,13.071469,109.275869,PYPH17-PYPY01
Phú Yên#Phòng#PK02-PYDH09,13.14724,109.2846,13.034347,109.297636,PYPY16-PYDH09
Phú Yên#Phòng#PK02-VNPOST Hòa Đa,13.14724,109.2846,13.20203,109.27016,PYPY16-VNPOST Hòa Đa
Phú Yên#Phòng#PK02-VNPOST Hòa Đa,13.14724,109.2846,13.20203,109.27016,PYPY16-VNPOST Hòa Đa
Phú Yên#Phòng#PK02-PYPY38,13.14724,109.2846,13.163281,109.29197,PYPY16-PYPY38
Phú Yên#Phòng#PK02-PYPY14,13.14724,109.2846,13.165977,109.27933,PYPY16-PYPY14
Gia Lai#CAX#Ia Tôr-Gia Lai#TTCMKV#Chư Sê,13.737223,107.953534,13.69211,108.0804,GLCS33-GLCR11
Gia Lai#CAX#Ia Tôr-Gia Lai#CAX#Ia Dom,13.737223,107.953534,13.77478,107.6078,GLCR11-GLDC07
Gia Lai#CAX#Ia Tôr-GLCR10,13.737223,107.953534,13.63252,107.92644,GLCR10-GLCR11
Gia Lai#CAX#Ia Tôr-GLCR23,13.737223,107.953534,13.791677,108.001437,GLCR23-GLCR11
Gia Lai#CAX#Ia Tôr-GLCR34,13.737223,107.953534,13.757243,107.87896,GLCR34-GLCR11
Gia Lai#CAX#Ia Tôr-GLCU12,13.737223,107.953534,13.59004,107.95822,GLCU12-GLCR11
Gia Lai#TTCMKV#Chư Sê-Gia Lai#TTCMKV#TT2 Gia Lai,13.69211,108.0804,13.97629,107.9924,GLPK65-GLCS33
Gia Lai#TTCMKV#Chư Sê-Gia Lai#CAX#Ia Tôr,13.69211,108.0804,13.737223,107.953534,GLCS33-GLCR11
Gia Lai#TTCMKV#Chư Sê-GLCS17,13.69211,108.0804,13.579162,108.228008,GLCS17-GLCS33
Gia Lai#TTCMKV#Chư Sê-GLCS28,13.69211,108.0804,13.65337,108.09899,GLCS33-GLCS28
Gia Lai#TTCMKV#Chư Sê-GLCS25,13.69211,108.0804,13.70529,108.09058,GLCS33-GLCS25
Gia Lai#TTCMKV#Chư Sê-GLCS04,13.69211,108.0804,13.69198,108.02816,GLCS33-GLCS04
Gia Lai#CAX#Ia Dom-Gia Lai#CAX#Ia Tôr,13.77478,107.6078,13.737223,107.953534,GLCR11-GLDC07
Gia Lai#CAX#Ia Dom-Gia Lai#TTCMKV#IA Grai,13.77478,107.6078,13.9614,107.8535,GLDC07-GLIG09
Gia Lai#CAX#Ia Dom-GLDC03,13.77478,107.6078,13.79748,107.64458,GLDC03-GLDC07
Gia Lai#CAX#Ia Dom-GLDC03,13.77478,107.6078,13.79748,107.64458,GLDC07-GLDC03
Gia Lai#CAX#Ia Dom-GLIG24,13.77478,107.6078,13.938641,107.481644,GLDC07-GLIG24
Gia Lai#CAX#Đăk Đoa-GLDP07,13.99525,108.1132,13.96895,108.48206,GLDD01-GLDP07
Gia Lai#CAX#Đăk Đoa-Gia Lai#CAX#KDang,13.99525,108.1132,13.99935,108.1742,GLDD01-GLDD03
Gia Lai#CAX#Đăk Đoa-GLDD08,13.99525,108.1132,13.952179,108.13621,GLDD08-GLDD01
Gia Lai#TTCMKV#IA Grai-Gia Lai#CAX#Ia Dom,13.9614,107.8535,13.77478,107.6078,GLDC07-GLIG09
Gia Lai#TTCMKV#IA Grai-GLPK05,13.9614,107.8535,14.02933,107.98911,GLIG09-GLPK05
Gia Lai#TTCMKV#IA Grai-GLIG20,13.9614,107.8535,13.99223,107.84574,GLIG20-GLIG09
Gia Lai#TTCMKV#IA Grai-GLIG14,13.9614,107.8535,13.9146,107.92565,GLIG14-GLIG09
Gia Lai#TTCMKV#IA Grai-GLIG02,13.9614,107.8535,13.93512,107.78781,GLIG02-GLIG09
Gia Lai#TTCMKV#IA Grai-GLIG19,13.9614,107.8535,14.0134749,107.6404002,GLIG19-GLIG09
Gia Lai#TTCMKV#Mang Yang-GLDP07,14.04351,108.2541,13.96895,108.48206,GLDP07-GLMY01
Gia Lai#TTCMKV#Mang Yang-GLMY05,14.04351,108.2541,14.05378,108.29298,GLMY05-GLMY01
Gia Lai#TTCMKV#Mang Yang-GLDP02,14.04351,108.2541,13.97861,108.52669,GLDP02-GLMY01
Gia Lai#TTCMKV#Mang Yang-GLAK04,14.04351,108.2541,14.09185,108.66287,GLAK04-GLMY01
Gia Lai#TTCMKV#Mang Yang-GLMY12,14.04351,108.2541,13.98383,108.23298,GLMY12-GLMY01
Gia Lai#TTCMKV#TT2 Gia Lai-Gia Lai#TTCMKV#Chư Sê,13.97629,107.9924,13.69211,108.0804,GLPK65-GLCS33
Gia Lai#TTCMKV#TT2 Gia Lai-GLPK11,13.97629,107.9924,13.97127,108.00814,GLPK65-GLPK11
Gia Lai#TTCMKV#TT2 Gia Lai-GLCS15,13.97629,107.9924,13.84691,108.05511,GLPK65-GLCS15
Gia Lai#TTCMKV#TT2 Gia Lai-Gia Lai#CAX#Diên Hồng,13.97629,107.9924,13.96712,107.9919,GLPK65-GLPK27
Gia Lai#TTCMKV#TT2 Gia Lai-GLCR35,13.97629,107.9924,13.82101,107.94535,GLPK65-GLCR35
Gia Lai#TTCMKV#TT2 Gia Lai-GLPK18,13.97629,107.9924,13.96026,108.00501,GLPK65-GLPK18
Gia Lai#TTCMKV#TT2 Gia Lai-Gia Lai#Phòng#K02 (D1/E20),13.97629,107.9924,13.93993,108.0063,GLPK65-GLPK72
Kon Tum#TTCMKV#Đăk Hà-KTDT07,14.49126,107.9251,14.49433,107.92508,KTDH01 (KTDH_newsite1)-KTDT07
Kon Tum#TTCMKV#Đăk Hà-Kon Tum#CAX#Kon Đào,14.49126,107.9251,14.69842,107.8363,KTDH01 (KTDH_newsite1)-KTDT04
Kon Tum#TTCMKV#Đăk Hà-KTDH02,14.49126,107.9251,14.49433,107.92508,KTDH01 (KTDH_newsite1)-KTDH02
Kon Tum#TTCMKV#Đăk Hà-KTDH22,14.49126,107.9251,14.5199,107.91507,KTDH22-KTDH01
Kon Tum#TTCMKV#Đăk Hà-KTDH04,14.49126,107.9251,14.46181,107.91134,KTDH01-KTDH04
Kon Tum#TTCMKV#Đăk Hà-Kon Tum#Phòng ban#PC11,14.49126,107.9251,14.48789,107.9599,KTDH01-KTDH18
Kon Tum#CAX#Đăk Cấm-KTDH09,14.37054,108.0073,14.518508,107.946291,KTKT19-KTDH09
Kon Tum#CAX#Đăk Cấm-KTDH08,14.37054,108.0073,14.50654,108.00968,KTDH08-KTKT19
Kon Tum#TTCMKV#Ngọc Hồi-KTDH _newsite1,14.72453,107.6878,14.49433,107.92508,KTDH _newsite1-KTNH01
Kon Tum#TTCMKV#Ngọc Hồi-KTST _newsite1,14.72453,107.6878,14.40548,107.79854,KTNH01-KTST _newsite1
Kon Tum#TTCMKV#Ngọc Hồi-KTNH13,14.72453,107.6878,14.7059,107.69823,KTNH13-KTNH01
Kon Tum#TTCMKV#Ngọc Hồi-KTNH17,14.72453,107.6878,14.7320628,107.6928822,KTNH17-KTNH01
Kon Tum#TTCMKV#Ngọc Hồi-KTNH08,14.72453,107.6878,14.6871,107.7168,KTNH08-KTNH01
Kon Tum#TTCMKV#Ngọc Hồi-KTNH12,14.72453,107.6878,14.69709,107.66606,KTNH01-KTNH12
Kon Tum#TTCMKV#Sa Thầy-KTST14,14.39803,107.7961,14.40478,107.81391,KTST_newsite1-KTST14
Đăk Lăk#TTCMKV#Buôn Hồ-DLEH08,12.916187,108.26651,13.174432,108.218662,DLBH15-DLEH08
Đăk Lăk#TTCMKV#Buôn Hồ-DLKN14,12.916187,108.26651,12.950532,108.306427,DLBH15-DLKN14
Đăk Lăk#TTCMKV#Buôn Hồ-DLEH18,12.916187,108.26651,13.20129,108.21557,DLBH15-DLEH18
Đăk Lăk#TTCMKV#Buôn Hồ-DLKN02,12.916187,108.26651,12.8819829,108.3861617,DLBH15-DLKN02
Đăk Lăk#TTCMKV#Buôn Hồ-DLBH02,12.916187,108.26651,12.931363,108.264228,DLBH15-DLBH02
Đăk Lăk#TTCMKV#Buôn Hồ-DLBHMA01,12.916187,108.26651,12.788935,108.217171,DLBHMA01-DLBH15
Đăk Lăk#TTCMKV#Buôn Hồ-Đăk Lăk#CAX#Ea Tul,12.916187,108.26651,12.9107,108.1902,DLBH15-DLCG03
Đăk Lăk#TTCMKV#Buôn Hồ-DLBHMA01,12.916187,108.26651,12.788935,108.217171,DLBHMA01-DLBH15
Đăk Lăk#TTCMKV#Buôn Hồ-Đăk Lăk#CAX#Ea Tul,12.916187,108.26651,12.9107,108.1902,DLBH15-DLCG03
Đăk Lăk#TTCMKV#Buôn Hồ-Đăk Lăk#TTCMKV#KRông Năng,12.916187,108.26651,12.951746,108.34468,DLKN27-DLBH15
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-DLBT82,12.6843,108.0528,12.67953,108.04331,DLBT82-DLBT09
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-Đăk Lăk#Phòng#PC08,12.6843,108.0528,12.6994,108.0564,DLBT80-DLBT09
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-DLBT30,12.6843,108.0528,12.65778,108.04707,DLBT09-DLBT30
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-DLBT26,12.6843,108.0528,12.6321944,108.0273379,DLBT09-DLBT26
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-DLBT07,12.6843,108.0528,12.690778,108.06661,DLBT07-DLBT09
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-DLBT45,12.6843,108.0528,12.722173,108.091853,DLBT09-DLBT45
Đăk Lăk#TTCMKV#TT1 Đăk Lăk-DLBHMA01,12.6843,108.0528,12.788935,108.217171,DLBT09-DLBHMA01
Đăk Lăk#CAX#Ea Tul-DLEH27,12.9107,108.1902,13.147942,108.128962,DLCG03-DLEH27
Đăk Lăk#CAX#Ea Tul-DLCG32,12.9107,108.1902,12.9595,108.08953,DLCG32-DLCG03
Đăk Lăk#CAX#Ea Tul-DLCG08,12.9107,108.1902,12.89577,108.06609,DLCG03-DLCG08
Đăk Lăk#CAX#Ea Tul-DLBH31,12.9107,108.1902,12.86139,108.25827,DLBH31-DLCG03
Đăk Lăk#CAX#Ea Tul-Đăk Lăk#TTCMKV#Buôn Hồ,12.9107,108.1902,12.916187,108.26651,DLBH15-DLCG03
Đăk Lăk#CAX#Ea Tul-Đăk Lăk#TTCMKV#Buôn Hồ,12.9107,108.1902,12.916187,108.26651,DLBH15-DLCG03
Đăk Lăk#TTCMKV#KRông Năng-DLKN08,12.951746,108.34468,12.984655,108.434933,DLKN08-DLKN27
Đăk Lăk#TTCMKV#KRông Năng-DLKN03,12.951746,108.34468,13.04259,108.3324,DLKN03-DLKN27
Đăk Lăk#TTCMKV#KRông Năng-DLKN14,12.951746,108.34468,12.950532,108.306427,DLKN14-DLKN27
Đăk Lăk#TTCMKV#KRông Năng-Đăk Lăk#CAX#Dliê Ya,12.951746,108.34468,13.11643,108.3293,DLKN15-DLKN27
Đăk Lăk#TTCMKV#KRông Năng-Đăk Lăk#TTCMKV#Buôn Hồ,12.951746,108.34468,12.916187,108.26651,DLKN27-DLBH15
Đà Nẵng#TTCMKV#Cẩm Lệ-DNCL09,16.01692,108.2035,16.03661,108.20921,DNCL28-DNCL09
Đà Nẵng#Phòng#PA06-DNHC23,16.0661,108.2218,16.06194,108.22153,DNHC23-DNHC02
Đà Nẵng#Phòng#PA06-DNHC16,16.0661,108.2218,16.07118,108.22124,DNHC02-DNHC16
Đà Nẵng#Phòng#PK02-DNCL31,16.04673,108.1571,16.04747,108.17698,DNCL31-DNLC06
Đà Nẵng#Phòng#PK02-DNLC21,16.04673,108.1571,16.05435,108.15813,DNLC06-DNLC21
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-DNHW23,16.14062,108.1196,16.11111,108.08781,DNHW23-DNLC11
Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp-Đà Nẵng#CAX#Hải Vân,16.14062,108.1196,16.10747,108.1261,DNLC11-DNLC22
Đà Nẵng#CAX#Liên Chiểu-DNLC36,16.07665,108.1457,16.07482,108.13389,DNLC36-DNLC1P
Đà Nẵng#CAX#Liên Chiểu-Đà Nẵng#TTCMKV#Liên Chiểu,16.07665,108.1457,16.07427,108.1583,DNLC1P-DNLC15
Đà Nẵng#CAX#Hải Vân-Đà Nẵng#Phòng#Trạm CSGT Hòa Hiệp,16.10747,108.1261,16.14062,108.1196,DNLC11-DNLC22
Đà Nẵng#CAX#Hải Vân-DNLC13,16.10747,108.1261,16.10014,108.13362,DNLC22-DNLC13
Đà Nẵng#CAX#Thanh Khê-DNTK13,16.07077,108.1924,16.071265,108.200369,DNTK13-DNTK10
Đà Nẵng#CAX#Thanh Khê-DNTK14,16.07077,108.1924,16.06531,108.20105,DNTK10-DNTK14
Quảng Trị#CAX#Hiếu Giang-QTDH10,16.80435,107.0406,16.81659,107.07734,QTDH10-QTCL13
Quảng Trị#CAX#Hiếu Giang-Quảng Trị#TTCMKV#Cam Lộ,16.80435,107.0406,16.80733,106.9927,QTCL13-QTCL34
Quảng Trị#Phòng#TP Đông Hà-QTDH08,16.81566,107.1054,16.80622,107.10414,QTDH17-QTDH08
Quảng Trị#Phòng#Trung tâm sát hạch lái xe-Quảng Trị#TTCMKV#TT2 Quảng Trị,16.79029,107.091,16.79036,107.1043,QTDH50-QTDH14
Quảng Trị#CAX#Cửa Việt-VNPOST Lương An,16.90575,107.1769,16.81594,107.11055,VNPOST Lương An-QTGL03
Quảng Trị#CAX#Cửa Việt-QTGL15,16.90575,107.1769,16.96674,107.13804,QTGL03-QTGL15
Quảng Trị#CAX#Bến Hải-QTGL15,16.98909,107.1067,16.96674,107.13804,QTGL15-QTGL12
Quảng Trị#CAX#Bến Hải-QTGL44,16.98909,107.1067,16.9664,107.06918,QTGL12-QTGL44
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực Hải lăng-Quảng Trị#TTCMKV#Hải Lăng",16.71074,107.2445,16.69184,107.2455,QTHL25-QTHL03
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực Hải lăng-QTHL17",16.71074,107.2445,16.7426,107.2784,QTHL03-QTHL17
Quảng Trị#CAX#Hải Lăng-QTHL28,16.7306,107.2084,16.69882,107.26566,QTHL28-QTHL05
Quảng Trị#CAX#Hải Lăng-Quảng Trị#TTCMKV#TX Quảng Trị,16.7306,107.2084,16.73942,107.1883,QTHL05-QTQT09
Quảng Trị#CAX#Mỹ Thủy-QTHL22,16.72653,107.335,16.77698,107.32986,QTHL22-QTHL10
Quảng Trị#CAX#Mỹ Thủy-Quảng Trị#TTCMKV#Hải Lăng,16.72653,107.335,16.69184,107.2455,QTHL10-QTHL25
Quảng Trị#CAX#Vĩnh Định-Quảng Trị#CAX#Triệu Cơ,16.7645,107.224,16.76343,107.2432,QTTP05-QTHL19
Quảng Trị#CAX#Vĩnh Định-Quảng Trị#TTCMKV#TX Quảng Trị,16.7645,107.224,16.73942,107.1883,QTHL19-QTQT09
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực 5-QTTP48",16.75634,107.1986,16.79406,107.2448,QTTP48-QTQT06
"Quảng Trị#Phòng#Phòng PC07, Đội PCCC khu vực 5-Quảng Trị#TTCMKV#TX Quảng Trị",16.75634,107.1986,16.73942,107.1883,QTQT06-QTQT09
Quảng Trị#CAX#Triệu Cơ-QTHL17,16.76343,107.2432,16.7426,107.2784,QTHL17-QTTP05
Quảng Trị#CAX#Triệu Cơ-Quảng Trị#CAX#Vĩnh Định,16.76343,107.2432,16.7645,107.224,QTTP05-QTHL19
Quảng Trị#CAX#Ái Tử-QTTP47,16.791,107.1727,16.81954,107.17156,QTTP47-QTTP10
Quảng Trị#CAX#Ái Tử-QTQT05,16.791,107.1727,16.74284,107.1853,QTTP10-QTQT05
Huế#CAX#Kim Trà-HUHU48,16.4913,107.5208,16.491722,107.53477,HUHU48-HUHA35
Huế#CAX#Kim Trà-HUHA08,16.4913,107.5208,16.50409,107.51433,HUHA35-HUHA08
Huế#CAX#Thanh Thủy (CS2)-HUHU08,16.4432,107.6205,16.44969,107.60714,HUHT12-HUHU08
Huế#CAX#Thanh Thủy (CS2)-Huế#CAX#Thanh Thủy (CS1),16.4432,107.6205,16.4431,107.6164,HUHT32-HUHT12
Huế#CAX#Hương Thủy-HUHTMA01,16.4232,107.6651,16.41168,107.67333,HUHTMA01-HUHT15
Huế#CAX#Hương Thủy-Huế#CAX#Thanh Thủy (CS1),16.4232,107.6651,16.4431,107.6164,HUHT15-HUHT32
Huế#Phòng#Trung tâm SHLX PC08-HUHTMA01,16.40444,107.6318,16.41168,107.67333,HUHTMA01-HUHT27
Huế#Phòng#Trung tâm SHLX PC08-HUHA33,16.40444,107.6318,16.37601,107.56237,HUHT27-HUHA33
Huế#CAX#Phú Hồ-HUPV09,16.45432,107.6804,16.48118,107.68446,HUPV09-HUPV27
Huế#CAX#Phú Hồ-HUHT19,16.45432,107.6804,16.44568,107.64968,HUPV27-HUHT19
Quảng Nam#CAX#Điện Bàn Đông-QADB11,15.949,108.2549,15.92736,108.26009,QADB11-QADB02
Quảng Nam#CAX#Điện Bàn Đông-QADB16,15.949,108.2549,15.93443,108.23181,QADB02-QADB16
Quảng Nam#CAX#Hội An Đông-QAHA02,15.88636,108.3625,15.90245084,108.3546292,QAHA02-QAHA18
Quảng Nam#CAX#Hội An Đông-QAHA04,15.88636,108.3625,15.8812723,108.3430994,QAHA18-QAHA04
Quảng Nam#CAX#Phú Ninh-QATK41,15.52352,108.4193,15.54792,108.4943,QAPN04-QATK41
Quảng Nam#CAX#Phú Ninh-QAPN22,15.52352,108.4193,15.56253,108.42493,QAPN22-QAPN04
Quảng Nam#CAX#Quế Sơn Trung-QATB42,15.73686,108.2884,15.62891,108.22826,QATB42-QAQS10
Quảng Nam#CAX#Quế Sơn Trung-Quảng Nam#TTCMKV#Thăng Bình,15.73686,108.2884,15.73582,108.3517,QAQS10-QATB_newsite 2
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-QATB_ newsite 2",15.72009,108.3759,15.745207,108.359478,QATB_ newsite 2-QATB14
"Quảng Nam#Phòng#Trạm CSGT Thăng Bình (X. Bình Phục, Thăng Bình)-Quảng Nam#CAX#Thăng Điền",15.72009,108.3759,15.64444,108.4255,QATB14-QATB31
Quảng Nam#CAX#Thăng Phú-QATB06,15.6326,108.3741,15.66507,108.35354,QATB06-QATB34
Quảng Nam#CAX#Thăng Phú-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.6326,108.3741,15.57447,108.4746,QATB34-QATK71
Quảng Nam#CAX#Hương Trà-QATK39,15.54533,108.4841,15.565,108.4933,QATK03-QATK39
Quảng Nam#CAX#Hương Trà-Quảng Nam#Phòng#PC07,15.54533,108.4841,15.57504,108.4772,QATK18-QATK03
Quảng Nam#Phòng#PK02-QAPN22,15.58243,108.4643,15.56253,108.42493,QATK15-QAPN22
Quảng Nam#Phòng#PK02-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.58243,108.4643,15.57447,108.4746,QATK71-QATK15
Quảng Nam#Phòng#PC07-Quảng Nam#CAX#Hương Trà,15.57504,108.4772,15.54533,108.4841,QATK18-QATK03
Quảng Nam#Phòng#PC07-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.57504,108.4772,15.57447,108.4746,QATK71-QATK18
Quảng Nam#Phòng#PC11-QAPN21,15.55858,108.45,15.546,108.4109,QATK22-QAPN21
Quảng Nam#Phòng#PC11-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.55858,108.45,15.57447,108.4746,QATK71-QATK22
Quảng Nam#Phòng#PA06-QAPN09,15.58103,108.4692,15.58944,108.44667,QATK37-QAPN09
Quảng Nam#Phòng#PA06-Quảng Nam#TTCMKV#TT2 Tam Kỳ,15.58103,108.4692,15.57447,108.4746,QATK71-QATK37
Bình Định#CAX#An Nhơn Bắc-BDAN_ newsite6,13.9479,109.0654,13.91304,109.09734,BDAN_ newsite6-BDAN26
Bình Định#CAX#An Nhơn Bắc-BDPC21,13.9479,109.0654,14.0209,108.98806,BDAN26-BDPC21
Bình Định#CAX#Hòa Hội-BDPC13,14.069138,109.045012,14.04194,109.01485,BDPC13-BDPC01
Bình Định#CAX#Hòa Hội-Bình Định#CAX#Phù Cát,14.069138,109.045012,13.9825,109.0617,BDPC01-BDPC03
Bình Định#CAX#Ngô Mây-Bình Định#CAX#Xuân An,13.9505,109.18,13.97289,109.1052,BDPC33-BDPC14
Bình Định#CAX#Ngô Mây-BDPC06,13.9505,109.18,14.0124,109.241,BDPC14-BDPC06
Bình Định#CAX#Xuân An-BDPC08,13.97289,109.1052,13.9814,109.0939,BDPC08-BDPC33
Bình Định#CAX#Xuân An-Bình Định#CAX#Ngô Mây,13.97289,109.1052,13.9505,109.18,BDPC33-BDPC14
Bình Định#Phòng#Khối CQ CSĐT-Bình Định#CAX#Quy Nhơn Nam,13.75707,109.2124,13.75546,109.207434,BDQN31-BDQN23
Bình Định#Phòng#Khối CQ CSĐT-Bình Định#Phòng#PC07,13.75707,109.2124,13.76858,109.2239,BDQN23-BDQN90
Bình Định#Phòng#PK02-BDQN33,13.77064,109.2256,13.762723,109.209894,BDQN33-BDQN35
Bình Định#Phòng#PK02-Bình Định#Phòng#PC06,13.77064,109.2256,13.772,109.227,BDQN35-BDQN62
Bình Định#Phòng#PC08-Bình Định#CAX#Quy Nhơn Nam,13.7951,109.1577,13.75546,109.207434,BDQN31-BDQN58
Bình Định#Phòng#PC08-Bình Định#CAX#Quy Nhơn Tây,13.7951,109.1577,13.746728,109.152121,BDQN58-BDQN63
Bình Định#Phòng#PC06-Bình Định#Phòng#PK02,13.772,109.227,13.77064,109.2256,BDQN35-BDQN62
Bình Định#Phòng#PC06-Bình Định#TTCMKV#TT1 Gia Lai,13.772,109.227,13.76939,109.2255,BDQN62-BDQNMA01
